Received,Device Name,Type,DevAddr,MAC,U/L RSSI,U/L SNR,FCnt,Datarate,ACK,Port,Frequency,MAC Command,Data
2025-08-19 10:21:52,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-87,-7.5,38045,SF10BW125,false,1,922,,019D011100008304021100
2025-08-19 10:21:51,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23123,SF10BW125,true,0,922,,
2025-08-19 10:21:50,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-84,-16.2,38044,SF10BW125,false,1,922,,819C1B8304001100008304
2025-08-19 10:21:26,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4082,SF7BW125,true,0,922.6,,
2025-08-19 10:21:25,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-92,9,18259,SF7BW125,false,1,922.6,,81533A500807000000187900005423E20700002F0057003E0000002E00D200950000001900750053000300000000DBDFA36860091B0002DA0DDBDFA3689C
2025-08-19 10:20:27,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4081,SF7BW125,true,0,922.8,,
2025-08-19 10:20:26,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-83,-4,18258,SF7BW125,false,1,922.8,,81523A5008070000009B7800005423E20700002C0054003C0000002D00C3008A00000017007300520003000000009FDFA36860091B0002DA0DA0DFA368A0
2025-08-19 10:19:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4080,SF7BW125,true,0,922,,
2025-08-19 10:19:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-89,0.8,18257,SF7BW125,false,1,922,,81513A5008070000005C7800005423E207000030005A00400000002F00D100940000001C0073005200030000000063DFA36860091B0002DA0D64DFA368B5
2025-08-19 10:17:27,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4079,SF7BW125,true,0,923.4,,
2025-08-19 10:17:26,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-96,1.2,18255,SF7BW125,false,1,923.4,06FF05,814F3A500807000000627700005423E20700002D0056003D0000002C00CD00910000001900730052000300000000EBDEA36860091B0002DA0DECDEA368F7
2025-08-19 10:17:04,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23122,SF10BW125,true,0,922.6,,
2025-08-19 10:17:03,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-92,2.2,38043,SF10BW125,false,1,922.6,,019B6847
2025-08-19 10:16:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4078,SF7BW125,true,0,923.4,06,
2025-08-19 10:16:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-95,2.2,18254,SF7BW125,false,1,923.4,,814E3A500807000000247700005423E2070000320057003E0000002B00C8008E0000001700780055000300000000AFDEA36860091B0002DA0DB0DEA368AD
2025-08-19 10:15:31,VIS_CDA6,Unconfirmed_Down,FFA9010C,0016C001F1DE40D9,,,386,SF8BW125,true,0,923.4,,
